"address","categoryName","claimThisBusiness","googleFoodUrl","hotelStars","location","location/lat","location/lng","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","phone","price","rank","state","street","title","totalScore","url","website","reviewsCount"
"3655 Đ. Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.7017477","106.6240969",,,,,,,,,,,,,,,,,"17","Quận 8, Hồ Chí Minh","3655 Đ. Phạm Thế Hiển","Quang Ký Mì Gia","3","https://www.google.com/maps/search/?api=1&query=Quang%20K%C3%BD%20M%C3%AC%20Gia&query_place_id=ChIJK3HfjZYzdTERjmTW-mAlpdk",,"1"
"MJX6+F85, Unnamed Road, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng Việt Nam","true",,,,"10.6986365","106.6108654","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 913 733 141",,"11","Quận 8, Hồ Chí Minh","MJX6+F85, Unnamed Road","Quán cơm Thuỳ Liên","4.8","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20c%C6%A1m%20Thu%E1%BB%B3%20Li%C3%AAn&query_place_id=ChIJifk3TL4zdTERolHPCkZO058",,"15"
"145 Đường 35A Trịnh Quang Nghị, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Quán ăn nhỏ","false",,,,"10.7040854","106.6233631","Thứ Tư","06:00 to 22:00","Thứ Năm","06:00 to 22:00","Thứ Sáu","06:00 to 22:00","Thứ Bảy","06:00 to 22:00","Chủ Nhật","06:00 to 22:00","Thứ Hai","06:00 to 22:00","Thứ Ba","06:00 to 22:00","+84 792 003 333",,"9","Quận 8, Hồ Chí Minh","145 Đường 35A Trịnh Quang Nghị","Huế 1991| Món ngon Huế Trinh Quang Nghi| Món ngon Huế quận 8","5","https://www.google.com/maps/search/?api=1&query=Hu%E1%BA%BF%201991%7C%20M%C3%B3n%20ngon%20Hu%E1%BA%BF%20Trinh%20Quang%20Nghi%7C%20M%C3%B3n%20ngon%20Hu%E1%BA%BF%20qu%E1%BA%ADn%208&query_place_id=ChIJ575KFFIzdTEReWxxbrCN2JM",,"10"
"PJ3C+GHR, Khu dân cư Phú Lợi, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.703875","106.6213934","Thứ Tư","15:00 to 23:00","Thứ Năm","15:00 to 23:00","Thứ Sáu","15:00 to 23:00","Thứ Bảy","15:00 to 23:00","Chủ Nhật","15:00 to 23:00","Thứ Hai","15:00 to 23:00","Thứ Ba","15:00 to 23:00","+84 973 345 657",,"7","Quận 8, Hồ Chí Minh","PJ3C+GHR","Lẩu Dê Đức Phát","4.1","https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9u%20D%C3%AA%20%C4%90%E1%BB%A9c%20Ph%C3%A1t&query_place_id=ChIJZfs9jEYzdTERbrWcJnZYRqk",,"61"
"121 Đường 35A Trịnh Quang Nghị, Phường 7, Quận 8, Hồ Chí Minh 700000, Việt Nam","Quán ăn nhỏ","false",,,,"10.7038607","106.6238504","Thứ Tư","09:00 to 21:00","Thứ Năm","09:00 to 21:00","Thứ Sáu","09:00 to 21:00","Thứ Bảy","09:00 to 21:00","Chủ Nhật","09:00 to 21:00","Thứ Hai","09:00 to 21:00","Thứ Ba","09:00 to 21:00","+84 766 617 176",,"4","Quận 8, Hồ Chí Minh","121 Đường 35A Trịnh Quang Nghị","ZuNeFooD",,"https://www.google.com/maps/search/?api=1&query=ZuNeFooD&query_place_id=ChIJb0tqgkUzdTEROvaP5NXWgLw",,"0"
"3545 Đ. Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng châu Á","true",,,,"10.70338","106.6218891",,,,,,,,,,,,,,,,,"2","Quận 8, Hồ Chí Minh","3545 Đ. Phạm Thế Hiển","Phở Cồ Nam Định","4","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20C%E1%BB%93%20Nam%20%C4%90%E1%BB%8Bnh&query_place_id=ChIJxW0xPwAzdTERvv1H-Fjcr9k",,"1"
"PJ3C+9Q6, Khu dân cư Phú Lợi, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.7034222","106.6218852","Thứ Tư","06:30 to 21:00","Thứ Năm","06:30 to 21:00","Thứ Sáu","06:30 to 21:00","Thứ Bảy","06:30 to 21:00","Chủ Nhật","06:30 to 21:00","Thứ Hai","06:30 to 21:00","Thứ Ba","06:30 to 21:00",,,"1","Quận 8, Hồ Chí Minh","PJ3C+9Q6","Ăn Sáng Mì Quảng","4.8","https://www.google.com/maps/search/?api=1&query=%C4%82n%20S%C3%A1ng%20M%C3%AC%20Qu%E1%BA%A3ng&query_place_id=ChIJWXTXYZgzdTERjhJsIIAl9qo",,"4"
"293 Đ. Phạm Thế Hiển, Phường 3, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng Ấn Độ","true",,,,"10.748719","106.682863","Thứ Tư","10:00 to 23:00","Thứ Năm","10:00 to 23:00","Thứ Sáu","10:00 to 23:00","Thứ Bảy","10:00 to 23:00","Chủ Nhật","10:00 to 23:00","Thứ Hai","10:00 to 23:00","Thứ Ba","10:00 to 23:00","+84 903 698 743",,"1","Quận 8, Hồ Chí Minh","293 Đ. Phạm Thế Hiển","Nhà hàng Ấn Độ - Bombay","3.5","https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20%E1%BA%A4n%20%C4%90%E1%BB%99%20-%20Bombay&query_place_id=ChIJwQtVtBwvdTERIESMBbttvNM","https://www.foody.vn/ho-chi-minh/bombay-nha-hang-an-do","31"
"B11/5 Đ. Dạ Nam, P.2, Quận 8, Hồ Chí Minh 700000, Việt Nam","Nhà hàng châu Á","false",,,,"10.7485601","106.6844668","Thứ Tư","14:00 to 00:00","Thứ Năm","14:00 to 00:00","Thứ Sáu","14:00 to 00:00","Thứ Bảy","14:00 to 00:00","Chủ Nhật","14:00 to 00:00","Thứ Hai","14:00 to 00:00","Thứ Ba","14:00 to 00:00","+84 932 819 398",,"3","Quận 8, Hồ Chí Minh","B11/5 Đ. Dạ Nam","THOẠI TƯỜNG QUÁN (RESTAURANTS)","3.6","https://www.google.com/maps/search/?api=1&query=THO%E1%BA%A0I%20T%C6%AF%E1%BB%9CNG%20QU%C3%81N%20(RESTAURANTS)&query_place_id=ChIJRZv5yqovdTERNIEUuzkulaI","http://www.facebook.com/thoaituongquan","29"
"37 Đ. Cao Lỗ, Phường 4, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.7394735","106.6786485","Thứ Tư","07:00 to 22:30","Thứ Năm","07:00 to 22:30","Thứ Sáu","07:00 to 22:30","Thứ Bảy","07:00 to 23:00","Chủ Nhật","07:00 to 23:00","Thứ Hai","07:00 to 22:30","Thứ Ba","07:00 to 22:30",,,"4","Quận 8, Hồ Chí Minh","37 Đ. Cao Lỗ","S-Premium Coffee & Restaurant","4.6","https://www.google.com/maps/search/?api=1&query=S-Premium%20Coffee%20%26%20Restaurant&query_place_id=ChIJq9gZXhIvdTERgzGW-zEcCjM","https://l.facebook.com/l.php?u=http://www.spremiumcoffee.vn/?fbclid=IwAR1LuTulmMNZJYsWThg-GEwUIhiTK7AWJzmaXUXLl1iEljwjlo-PC2-EoG0&h=AT2MIi2FTI_Tgp11mm5uJnLkcrGI74n7DEnuHjsFi0ixq7PncpqbLabtVAUytzNirYsmNRh5ML1V_Bs4TA6dMzqYRdGUuWtSJKQTkKAEuzra6LYomupezhuUZ1MF3-UHht8T&__tn__=-UK-R&c[0]=AT3NzkQEV2792L8Q6-t-sfOQY89e8wptKdfPOp2VLe4rdCpTs6O-5CCzwdY_iYoQXiX6btuQ9U0Oa_FWyKx8ecpRAlzTxkbZYGsgEMFW17bhIKgpQ9l_VYIGxkAh1GyeFl-4bJhsF5V-a_qZ8AOfe9ndwG5qFsOAlFIqZ0lx7QLVrNw_qCfgldfhTVUeg0ocvgcUzA","16"
"Lầu 3, TTTM Centre Mall (Satra Mall, 27 Đ. Phạm Hùng, Bình Hưng, Bình Chánh, Hồ Chí Minh, Việt Nam","Nhà hàng Hàn Quốc","true",,,,"10.7336321","106.674541","Thứ Tư","10:30 to 22:00","Thứ Năm","10:30 to 22:00","Thứ Sáu","10:30 to 22:00","Thứ Bảy","10:30 to 22:00","Chủ Nhật","10:30 to 22:00","Thứ Hai","10:30 to 22:00","Thứ Ba","10:30 to 22:00","+84 28 3620 5007","$$","65","Bình Chánh, Hồ Chí Minh","Lầu 3, TTTM Centre Mall (Satra Mall, 27 Đ. Phạm Hùng","Dookki Satra Q.8","3.9","https://www.google.com/maps/search/?api=1&query=Dookki%20Satra%20Q.8&query_place_id=ChIJyUuFrlIvdTERwrUjWDF1vI0",,"128"
"3647 Đ. Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,,"10.7018697","106.6239504",,,,,,,,,,,,,,,"+84 28 5432 8929",,"22","Quận 8, Hồ Chí Minh","3647 Đ. Phạm Thế Hiển","Khách Sạn Thanh Tâm","3.7","https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20S%E1%BA%A1n%20Thanh%20T%C3%A2m&query_place_id=ChIJjzuoTwEydTERbYCw561FlqU",,"3"
"3619 Đ. Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Khách sạn","false",,,,"10.702173","106.623255",,,,,,,,,,,,,,,"+84 982 959 550",,"23","Quận 8, Hồ Chí Minh","3619 Đ. Phạm Thế Hiển","KHÁCH SẠN LENA ️ 24/24","3.8","https://www.google.com/maps/search/?api=1&query=KH%C3%81CH%20S%E1%BA%A0N%20LENA%20%EF%B8%8F%2024%2F24&query_place_id=ChIJf9THV1UzdTERWmyek0--v90",,"6"
"38 Nguyễn Thị Tần, Phường 2, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa nửa buổi","true",,,,"10.7470679","106.6880539",,,,,,,,,,,,,,,,,"40","Quận 8, Thành phố Hồ Chí Minh","38 Nguyễn Thị Tần","Pha Lau Bo",,"https://www.google.com/maps/search/?api=1&query=Pha%20Lau%20Bo&query_place_id=ChIJazLHSbcvdTERo5b8L0uSps0",,"0"
"43 Khu Dân Cư Phú Lợi, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,,"10.7014311","106.6227512",,,,,,,,,,,,,,,,,"21","Quận 8, Hồ Chí Minh","43 Khu Dân Cư Phú Lợi","Khách Sạn Mỹ Loan","4.3","https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20S%E1%BA%A1n%20M%E1%BB%B9%20Loan&query_place_id=ChIJi0s2rgYydTERwE6yXMm9Oo0",,"9"
"7 Đ. Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh 700000, Việt Nam","Khách sạn lưu trú dài hạn","true",,,,"10.7480863","106.6819788",,,,,,,,,,,,,,,"+84 907 449 682",,"23","Quận 8, Hồ Chí Minh","7 Đ. Âu Dương Lân","Hotel apartment","5","https://www.google.com/maps/search/?api=1&query=Hotel%20apartment&query_place_id=ChIJlZgJeMAvdTERAasKj6EKyrg",,"1"
"số 5 D. Bá Trạc, Phường 1, Quận 8, Hồ Chí Minh 73008, Việt Nam","Khách sạn","false",,,,"10.7502896","106.6881642",,,,,,,,,,,,,,,"+84 28 3851 1999",,"22","Quận 8, Hồ Chí Minh","số 5 D. Bá Trạc","Khách sạn EVA","3.6","https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20s%E1%BA%A1n%20EVA&query_place_id=ChIJ4TlErCUvdTERuHmNHvaiFuM",,"39"
"61 D. Bá Trạc, Phường 1, Quận 8, Hồ Chí Minh 700000, Việt Nam","Khách sạn","false",,"Khách sạn 3 sao",,"10.7491348","106.6885141",,,,,,,,,,,,,,,"+84 911 138 228",,"21","Quận 8, Hồ Chí Minh","61 D. Bá Trạc","OYO 975 Trung Nam Hotel","3.8","https://www.google.com/maps/search/?api=1&query=OYO%20975%20Trung%20Nam%20Hotel&query_place_id=ChIJH3sinoUvdTER5Hubx6HHlXE","https://www.oyorooms.com/h/98812/?utm_source=GMB_VN&utm_medium=Organic&utm_campaign=VTM_HCM257&latitude=10.7491347565&longitude=106.688514054&locale=vi","40"
"2670 Đ. Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh 70000, Việt Nam","Nhà hàng","false",,,,"10.7238452","106.6356467","Thứ Tư","06:00 to 12:00","Thứ Năm","06:00 to 12:00","Thứ Sáu","06:00 to 12:00","Thứ Bảy","06:00 to 12:00","Chủ Nhật","06:00 to 12:00","Thứ Hai","06:00 to 12:00","Thứ Ba","06:00 to 12:00","+84 28 3982 3085",,"35","Quận 8, Hồ Chí Minh","2670 Đ. Phạm Thế Hiển","Cháo Dinh Dưỡng Hạnh Nguyên",,"https://www.google.com/maps/search/?api=1&query=Ch%C3%A1o%20Dinh%20D%C6%B0%E1%BB%A1ng%20H%E1%BA%A1nh%20Nguy%C3%AAn&query_place_id=ChIJIf6zLl8vdTERNEAvX9cVyt8","http://linktr.ee/chaohanhnguyen","0"
"33/28 Đ. Âu Dương Lân, Phường 3, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.7408465","106.6874684",,,,,,,,,,,,,,,,,"39","Quận 8, Thành phố Hồ Chí Minh","33/28 Đ. Âu Dương Lân","Quán Anh Trang Q8",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Anh%20Trang%20Q8&query_place_id=ChIJr_XXkEMvdTERasnu2Rw75sc",,"0"
"2614A Đ. Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng bánh hấp","false",,,,"10.7257512","106.6366124",,,,,,,,,,,,,,,"+84 345 959 187",,"32","Quận 8, Hồ Chí Minh","2614A Đ. Phạm Thế Hiển","Bánh giò nhà làm 2614A phạm thế hiển phường 7 quận 8",,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20gi%C3%B2%20nh%C3%A0%20l%C3%A0m%202614A%20ph%E1%BA%A1m%20th%E1%BA%BF%20hi%E1%BB%83n%20ph%C6%B0%E1%BB%9Dng%207%20qu%E1%BA%ADn%208&query_place_id=ChIJf3Oi3MYvdTERHk0RA-fHSpc",,"0"
"2557 Đ. Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng phở","true",,,,"10.7279159","106.6381571",,,,,,,,,,,,,,,"+84 907 204 058",,"27","Quận 8, Hồ Chí Minh","2557 Đ. Phạm Thế Hiển","Quán Phở Hugo","3.8","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ph%E1%BB%9F%20Hugo&query_place_id=ChIJ82GyJ3MudTERnJaC8ticoyE",,"5"
"90a/1 Đ. Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","true",,,,"10.745369","106.681445",,,,,,,,,,,,,,,,,"37","Quận 8, Hồ Chí Minh","90a/1 Đ. Âu Dương Lân","Bún thịt nướng 25k",,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20th%E1%BB%8Bt%20n%C6%B0%E1%BB%9Bng%2025k&query_place_id=ChIJiZEIGkkvdTEROFvCIuF2eUE",,"0"
"5F Nguyễn Thị Tần, Phường 2, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng Việt Nam","true",,,,"10.746966","106.6861839",,,,,,,,,,,,,,,,,"32","Quận 8, Hồ Chí Minh","5F Nguyễn Thị Tần","Bột chiên tóp mỡ chợ Rạch Ông","5","https://www.google.com/maps/search/?api=1&query=B%E1%BB%99t%20chi%C3%AAn%20t%C3%B3p%20m%E1%BB%A1%20ch%E1%BB%A3%20R%E1%BA%A1ch%20%C3%94ng&query_place_id=ChIJZZnCkGMvdTERqrD5h1oPpPQ",,"1"
"218 Đ. Âu Dương Lân, Phường 3, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng bán đồ ăn mang về","true",,,,"10.7445489","106.6836556",,,,,,,,,,,,,,,,,"33","Quận 8, Thành phố Hồ Chí Minh","218 Đ. Âu Dương Lân","Gỏi cuốn bò bía 8K","5","https://www.google.com/maps/search/?api=1&query=G%E1%BB%8Fi%20cu%E1%BB%91n%20b%C3%B2%20b%C3%ADa%208K&query_place_id=ChIJsT-yhXEvdTERjv9dDpeKXDE",,"1"
"2429A Đ. Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.7299812","106.6393324","Thứ Tư","00:00 to 11:30, 16:00 to 00:00","Thứ Năm","00:00 to 11:30, 16:00 to 00:00","Thứ Sáu","00:00 to 11:30, 16:00 to 00:00","Thứ Bảy","00:00 to 11:30, 16:00 to 00:00","Chủ Nhật","00:00 to 11:30, 16:00 to 00:00","Thứ Hai","00:00 to 11:30, 16:00 to 00:00","Thứ Ba","00:00 to 11:30, 16:00 to 00:00","+84 908 799 611","$$","24","Quận 8, Hồ Chí Minh","2429A Đ. Phạm Thế Hiển","Bún mọc Cầu Bà Tàng Quận 8","4.1","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20m%E1%BB%8Dc%20C%E1%BA%A7u%20B%C3%A0%20T%C3%A0ng%20Qu%E1%BA%ADn%208&query_place_id=ChIJ2QMTYQIvdTERcaGNxe5cA6w",,"207"
"2580 Đ. Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng hải sản","true",,,,"10.7269134","106.6371616","Thứ Tư","16:00 to 23:00","Thứ Năm","16:00 to 23:00","Thứ Sáu","16:00 to 23:00","Thứ Bảy","16:00 to 23:00","Chủ Nhật","16:00 to 23:00","Thứ Hai","16:00 to 23:00","Thứ Ba","16:00 to 23:00",,,"23","Quận 8, Hồ Chí Minh","2580 Đ. Phạm Thế Hiển","Ốc Lan","5","https://www.google.com/maps/search/?api=1&query=%E1%BB%90c%20Lan&query_place_id=ChIJrwxx2bcvdTERMOpGHpst4Rc",,"2"
"55C Đ. Tạ Quang Bửu, Phường 2, Quận 8, Hồ Chí Minh 700000, Việt Nam","Nhà hàng châu Á","false",,,,"10.7445024","106.6857406","Thứ Tư","06:30 to 11:00, 14:00 to 17:00","Thứ Năm","06:30 to 11:00, 14:00 to 17:00","Thứ Sáu","06:30 to 11:00, 14:00 to 17:00","Thứ Bảy","06:30 to 11:00, 14:00 to 17:00","Chủ Nhật","06:30 to 11:00, 14:00 to 17:00","Thứ Hai","06:30 to 11:00, 14:00 to 17:00","Thứ Ba","06:30 to 11:00, 14:00 to 17:00","+84 798 289 723",,"34","Quận 8, Hồ Chí Minh","55C Đ. Tạ Quang Bửu","Đặc sản Huế O Hòa",,"https://www.google.com/maps/search/?api=1&query=%C4%90%E1%BA%B7c%20s%E1%BA%A3n%20Hu%E1%BA%BF%20O%20H%C3%B2a&query_place_id=ChIJHf9iQxgvdTERBKYGdgVNAZE","https://www.facebook.com/profile.php?id=61557876684588","0"
"2647 Đ. Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,,"10.7262987","106.6374428","Thứ Tư","06:00 to 10:00, 16:30 to 21:00","Thứ Năm","06:00 to 10:00, 16:30 to 21:00","Thứ Sáu","06:00 to 10:00, 16:30 to 21:00","Thứ Bảy","06:00 to 10:00, 16:30 to 21:00","Chủ Nhật","06:00 to 10:00, 16:30 to 21:00","Thứ Hai","06:00 to 10:00, 16:30 to 21:00","Thứ Ba","06:00 to 10:00, 16:30 to 21:00",,,"22","Quận 8, Hồ Chí Minh","2647 Đ. Phạm Thế Hiển","Bún bò & Bún riêu - Cô Huệ","5","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20b%C3%B2%20%26%20B%C3%BAn%20ri%C3%AAu%20-%20C%C3%B4%20Hu%E1%BB%87&query_place_id=ChIJq0SF3VYvdTERtIVohlWVSGY",,"1"
"202 Đ. Lưu Hữu Phước, Phường 15, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","false",,,,"10.7302664","106.6374082","Thứ Tư","16:00 to 21:00","Thứ Năm","16:00 to 21:00","Thứ Sáu","16:00 to 21:00","Thứ Bảy","06:30 to 21:00","Chủ Nhật","06:30 to 21:00","Thứ Hai","16:00 to 21:00","Thứ Ba","16:00 to 21:00","+84 936 929 772",,"21","Quận 8, Hồ Chí Minh","202 Đ. Lưu Hữu Phước","Phở Cây Bưởi","4","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20C%C3%A2y%20B%C6%B0%E1%BB%9Fi&query_place_id=ChIJfY91rXMudTERX1sGzAWYQ7E",,"6"
"82 Nguyễn Thị Tần, Phường 2, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng hải sản","true",,,,"10.747057","106.685591",,,,,,,,,,,,,,,,,"33","Quận 8, Hồ Chí Minh","82 Nguyễn Thị Tần","Quán Ốc Nhỏ",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%E1%BB%90c%20Nh%E1%BB%8F&query_place_id=ChIJ2RUozDMvdTER4H_Flcmfw4M",,"0"
"Đ. Âu Dương Lân, Phường 2, Quận 8, Hồ Chí Minh 73050, Việt Nam","Nhà hàng","false",,,,"10.7437642","106.6842861","Thứ Tư","15:00 to 22:00","Thứ Năm","15:00 to 22:00","Thứ Sáu","15:00 to 22:00","Thứ Bảy","15:00 to 22:00","Chủ Nhật","Đóng cửa","Thứ Hai","15:00 to 22:00","Thứ Ba","15:00 to 22:00","+84 918 073 592",,"32","Quận 8, Hồ Chí Minh","Đ. Âu Dương Lân","Tiệm Xà Lơ",,"https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20X%C3%A0%20L%C6%A1&query_place_id=ChIJZ07WClovdTERsHY8FHyRRyM",,"0"
"181 Đ. Tạ Quang Bửu, Phường 3, Quận 8, Hồ Chí Minh 700000, Việt Nam","Nhà hàng Mỹ","true",,,,"10.743275","106.683541",,,,,,,,,,,,,,,"+84 937 257 072",,"29","Quận 8, Hồ Chí Minh","181 Đ. Tạ Quang Bửu","Quán đồ ăn vặt cô Oanh",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%91%E1%BB%93%20%C4%83n%20v%E1%BA%B7t%20c%C3%B4%20Oanh&query_place_id=ChIJM_1FR6wvdTERmxubGbhe_Cc",,"0"
"181/3 Đ. Âu Dương Lân, Phường 2, Quận 8, Hồ Chí Minh 73000, Việt Nam","Nhà hàng ăn nhanh","false",,,,"10.7452392","106.6836839","Thứ Tư","08:00 to 22:00","Thứ Năm","08:00 to 22:00","Thứ Sáu","08:00 to 22:00","Thứ Bảy","08:00 to 22:00","Chủ Nhật","08:00 to 22:00","Thứ Hai","08:00 to 22:00","Thứ Ba","08:00 to 22:00","+84 908 844 263",,"30","Quận 8, Hồ Chí Minh","181/3 Đ. Âu Dương Lân","Quán ăn uống Happy Point",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%83n%20u%E1%BB%91ng%20Happy%20Point&query_place_id=ChIJlelwwlsvdTER4gzaWKEExM4",,"0"
"174 D. Bá Trạc, Phường 2, Quận 8, Hồ Chí Minh, Việt Nam","Quầy bánh mì kẹp xúc xích","false","https://food.google.com/chooseprovider?restaurantId=/g/11cnbxhl49&g2lbs=AOHF13nXGaYZJ_HXcwQXK9egiot7MPVBJ5E7azn2DkmyIr4BoAn8N1EqT9IhrhAQuOIYjSU4fJXmQDCK-4krCx2Okh4P3TLDssf3C_ODVlyRE5-0m0P7R6g%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=asdyZuxP58qQ8g-On7vACw&ei=asdyZuxP58qQ8g-On7vACw&fo_s=OA,SOE&opi=79508299&foub=mcpp",,,"10.7438119","106.6889229","Thứ Tư","06:00 to 09:00, 15:30 to 21:00","Thứ Năm","06:00 to 09:00, 15:30 to 21:00","Thứ Sáu","06:00 to 09:00, 15:30 to 21:00","Thứ Bảy","06:00 to 09:00, 15:30 to 21:00","Chủ Nhật","Đóng cửa","Thứ Hai","06:00 to 09:00, 15:30 to 21:00","Thứ Ba","06:00 to 09:00, 15:30 to 21:00","+84 937 216 770",,"28","Quận 8, Hồ Chí Minh","174 D. Bá Trạc","Xúc xích Đức - Anh Ba Tây","4.1","https://www.google.com/maps/search/?api=1&query=X%C3%BAc%20x%C3%ADch%20%C4%90%E1%BB%A9c%20-%20Anh%20Ba%20T%C3%A2y&query_place_id=ChIJjy7ODwgvdTERqv29tKrjlRE","http://www.anhbatay.com/","240"
"181/113 Nguyễn Thị Tần, Phường 2, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,,"10.744931","106.6860688","Thứ Tư","14:00 to 21:00","Thứ Năm","14:00 to 21:00","Thứ Sáu","14:00 to 21:00","Thứ Bảy","14:00 to 21:00","Chủ Nhật","14:00 to 21:00","Thứ Hai","14:00 to 21:00","Thứ Ba","14:00 to 21:00",,,"27","Quận 8, Hồ Chí Minh","181/113 Nguyễn Thị Tần","Bún riêu canh bún 30K","4","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20ri%C3%AAu%20canh%20b%C3%BAn%2030K&query_place_id=ChIJSzaTy1IvdTERLr7I41IpGKY",,"2"
"161 Đ. Âu Dương Lân, Phường 2, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng Trung Quốc","true",,,,"10.745399","106.683538","Thứ Tư","11:00 to 23:00","Thứ Năm","11:00 to 23:00","Thứ Sáu","11:00 to 23:00","Thứ Bảy","11:00 to 23:00","Chủ Nhật","11:00 to 23:00","Thứ Hai","11:00 to 23:00","Thứ Ba","11:00 to 23:00",,,"26","Quận 8, Hồ Chí Minh","161 Đ. Âu Dương Lân","Cơm Gà Phúc Ký 1","4.9","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20G%C3%A0%20Ph%C3%BAc%20K%C3%BD%201&query_place_id=ChIJJXp8fDEvdTER-71wKgCw4Eg",,"9"
"325 Đ. Tạ Quang Bửu, Phường 2, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","true",,,,"10.7448503","106.6863408","Thứ Tư","07:30 to 22:02","Thứ Năm","07:30 to 22:02","Thứ Sáu","07:30 to 22:02","Thứ Bảy","07:30 to 22:02","Chủ Nhật","07:30 to 22:02","Thứ Hai","07:30 to 22:02","Thứ Ba","07:30 to 22:02",,,"24","Quận 8, Hồ Chí Minh","325 Đ. Tạ Quang Bửu","Bún cá Cô Hai An Giang",,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20c%C3%A1%20C%C3%B4%20Hai%20An%20Giang&query_place_id=ChIJ7aFF6gQvdTERGUh1Z8gW27Y",,"0"
