"address","categoryName","claimThisBusiness","googleFoodUrl","hotelStars","location/lat","location/lng","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","phone","price","rank","state","street","title","totalScore","url","website","reviewsCount"
"3 Đường số 2C nối dài, An Lạc, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng Mỹ","false",,,"10.7267567","106.6145462","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","06:00 to 17:00","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 922 929 229",,"29","Bình Tân, Hồ Chí Minh","3 Đường số 2C nối dài","CÂU LẠC BỘ VUI KHỎE LÀNH MẠNH","5","https://www.google.com/maps/search/?api=1&query=C%C3%82U%20L%E1%BA%A0C%20B%E1%BB%98%20VUI%20KH%E1%BB%8EE%20L%C3%80NH%20M%E1%BA%A0NH&query_place_id=ChIJX3MurzktdTERBaZHp1entNU",,"5"
"252 Lê Cơ, An Lạc, Bình Tân, Hồ Chí Minh 70000, Việt Nam","Nhà hàng Việt Nam","false",,,"10.72542","106.6136374","Thứ Tư","16:00 to 00:00","Thứ Năm","16:00 to 00:00","Thứ Sáu","16:00 to 00:00","Thứ Bảy","16:00 to 00:00","Chủ Nhật","16:00 to 00:00","Thứ Hai","16:00 to 00:00","Thứ Ba","16:00 to 00:00","+84 905 227 882",,"22","Bình Tân, Hồ Chí Minh","252 Lê Cơ","Ốc Ben","4.6","https://www.google.com/maps/search/?api=1&query=%E1%BB%90c%20Ben&query_place_id=ChIJcdBqEL8tdTERoUl1ROT7WyA",,"10"
"5E Đ. Trần Đại Nghĩa, Tân Kiên, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true","https://food.google.com/chooseprovider?restaurantId=/g/11l6hzk9t2&g2lbs=AOHF13l2KCsCpEl6H4EvV0xHoz9CCIgtVmBjb-f2L3iJkzroNbdEcWtoCktcAwLTuyNwPSC9zradF_sYcR-dq2wNgTmhG0bPgg%3D%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=RuJyZoSfNtrMwbkP1-ixuA4&ei=RuJyZoSfNtrMwbkP1-ixuA4&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.7272505","106.5889462","Thứ Tư","16:00 to 22:30","Thứ Năm","16:00 to 22:30","Thứ Sáu","16:00 to 22:30","Thứ Bảy","16:00 to 22:30","Chủ Nhật","16:00 to 22:30","Thứ Hai","16:00 to 22:30","Thứ Ba","16:00 to 22:30","+84 765 577 441",,"31","Bình Tân, Hồ Chí Minh","5E Đ. Trần Đại Nghĩa","ẨM THỰC ĐỒNG QUÊ QUÁN","5","https://www.google.com/maps/search/?api=1&query=%E1%BA%A8M%20TH%E1%BB%B0C%20%C4%90%E1%BB%92NG%20QU%C3%8A%20QU%C3%81N&query_place_id=ChIJVztII_EtdTERafdEiH-YDq0","http://dongquequan.com/","3"
"222 Nguyễn Thị Tú, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh 70000, Việt Nam","Nhà hàng","false","https://food.google.com/chooseprovider?restaurantId=/g/11vz8rlzss&g2lbs=AOHF13ktrZhhLxnmzbaq09rXvv06qFaBbehC7Kztu6oPTTDyzMEobK42pmgyxdWJ8KYDBgz0KW-DUc9AyoFDUaIHkZq47fPCww%3D%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=EeJyZtq0IKq50PEP572pqAY&ei=EeJyZtq0IKq50PEP572pqAY&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.8152249","106.5893406","Thứ Tư","05:30 to 22:30","Thứ Năm","05:30 to 22:30","Thứ Sáu","05:30 to 22:30","Thứ Bảy","05:30 to 22:30","Chủ Nhật","05:30 to 22:30","Thứ Hai","05:30 to 22:30","Thứ Ba","05:30 to 22:30","+84 906 757 878",,"36","Bình Tân, Hồ Chí Minh","222 Nguyễn Thị Tú","Gà Nướng Cơm Lam Tây Nguyên Xanh – Nguyễn Thị Tú, Bình Tân","5","https://www.google.com/maps/search/?api=1&query=G%C3%A0%20N%C6%B0%E1%BB%9Bng%20C%C6%A1m%20Lam%20T%C3%A2y%20Nguy%C3%AAn%20Xanh%20%E2%80%93%20Nguy%E1%BB%85n%20Th%E1%BB%8B%20T%C3%BA%2C%20B%C3%ACnh%20T%C3%A2n&query_place_id=ChIJbWZCFfQrdTERIrqRnD08c20","https://www.facebook.com/taynguyenxan","5"
"688/11A, Bình Hưng Hoà, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng món nướng","false",,,"10.8151247","106.6056276","Thứ Tư","10:00 to 22:00","Thứ Năm","10:00 to 22:00","Thứ Sáu","10:00 to 22:00","Thứ Bảy","10:00 to 22:00","Chủ Nhật","10:00 to 22:00","Thứ Hai","10:00 to 22:00","Thứ Ba","10:00 to 22:00","+84 937 649 688",,"34","Bình Tân, Hồ Chí Minh","688/11A","Bò Nướng Lộc Phát 688","4.5","https://www.google.com/maps/search/?api=1&query=B%C3%B2%20N%C6%B0%E1%BB%9Bng%20L%E1%BB%99c%20Ph%C3%A1t%20688&query_place_id=ChIJNWmYst8rdTERsbeZ_sHa31Y",,"2"
"6 Đ. Nguyễn Văn Cự, Tân Tạo A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7576969","106.5797041","Thứ Tư","06:00 to 21:00","Thứ Năm","06:00 to 21:00","Thứ Sáu","06:00 to 21:00","Thứ Bảy","06:00 to 21:00","Chủ Nhật","06:00 to 21:00","Thứ Hai","06:00 to 21:00","Thứ Ba","06:00 to 21:00","+84 915 781 245","$$","18","Bình Tân, Hồ Chí Minh","6 Đ. Nguyễn Văn Cự","Bê Thui Dê Tươi Quang Vinh","4","https://www.google.com/maps/search/?api=1&query=B%C3%AA%20Thui%20D%C3%AA%20T%C6%B0%C6%A1i%20Quang%20Vinh&query_place_id=ChIJWSzlz_gsdTER96XQ_Y2xhNw",,"205"
"75 Đ. Số 1C, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,"10.7469139","106.6076408",,,,,,,,,,,,,,,"+84 985 565 339",,"35","Bình Tân, Hồ Chí Minh","75 Đ. Số 1C","BOBI HOTEL","3.8","https://www.google.com/maps/search/?api=1&query=BOBI%20HOTEL&query_place_id=ChIJ22cvor0tdTERk3RjyCBrS84",,"20"
"207 Đường số 16, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,"10.7506232","106.6157864",,,,,,,,,,,,,,,"+84 28 3877 8239",,"31","Bình Tân, Hồ Chí Minh","207 Đường số 16","Khách Sạn Cali","4.4","https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20S%E1%BA%A1n%20Cali&query_place_id=ChIJGSsrtjIsdTERJKke2auW0NQ","http://calihotel.vn/","49"
"177 G - 177H, Đường số 32, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Khách sạn","false",,,"10.749449","106.60829",,,,,,,,,,,,,,,"+84 903 105 403",,"29","Bình Tân, Hồ Chí Minh","177 G - 177H, Đường số 32","Asia Hotel","4.2","https://www.google.com/maps/search/?api=1&query=Asia%20Hotel&query_place_id=ChIJWfW70qAtdTEROzPu_sQ5CoE","http://www.khachsanasia.com/","49"
"13/25 Đ. Số 1, An Lạc A, Bình Tân, Hồ Chí Minh, Việt Nam","Khách sạn tình yêu","false",,,"10.7474506","106.6212312",,,,,,,,,,,,,,,"+84 965 496 889",,"38","Bình Tân, Hồ Chí Minh","13/25 Đ. Số 1","Zô Zô love hotel","4","https://www.google.com/maps/search/?api=1&query=Z%C3%B4%20Z%C3%B4%20love%20hotel&query_place_id=ChIJmxhKj9EtdTERh6MxuCHRdQI",,"6"
"24 Đường Số 3, Khu Phố 3, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7543901","106.5911975","Thứ Tư","06:00 to 21:00","Thứ Năm","06:00 to 21:00","Thứ Sáu","06:00 to 21:00","Thứ Bảy","06:00 to 21:00","Chủ Nhật","06:00 to 21:00","Thứ Hai","06:00 to 21:00","Thứ Ba","06:00 to 21:00","+84 967 910 844",,"19","Bình Tân, Hồ Chí Minh","24 Đường Số 3","Bún Đậu Mắn Tôm Vương Béo","4","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%90%E1%BA%ADu%20M%E1%BA%AFn%20T%C3%B4m%20V%C6%B0%C6%A1ng%20B%C3%A9o&query_place_id=ChIJvdIw2_ktdTERqXm61Rk7aeM",,"4"
"4408 Nguyễn Cửu Phú, Tân Tạo A, Bình Tân, Hồ Chí Minh, Việt Nam","Quán ăn nhỏ","false",,,"10.7552864","106.5866612","Thứ Tư","05:00 to 11:00, 16:00 to 22:00","Thứ Năm","05:00 to 11:00, 16:00 to 22:00","Thứ Sáu","05:00 to 11:00, 16:00 to 22:00","Thứ Bảy","05:00 to 11:00, 16:00 to 22:00","Chủ Nhật","05:00 to 11:00, 16:00 to 22:00","Thứ Hai","05:00 to 11:00, 16:00 to 22:00","Thứ Ba","05:00 to 11:00, 16:00 to 22:00","+84 399 901 019",,"16","Bình Tân, Hồ Chí Minh","4408 Nguyễn Cửu Phú","Quán Phở A Tín 2","4.7","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ph%E1%BB%9F%20A%20T%C3%ADn%202&query_place_id=ChIJVaAoi0otdTERYbteKf9heow",,"7"
"69 Đường số 17, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Khách sạn","false",,,"10.74423","106.6136678",,,,,,,,,,,,,,,"+84 339 237 978",,"40","Bình Tân, Hồ Chí Minh","69 Đường số 17","Hotel Bảo Nhi II","4.9","https://www.google.com/maps/search/?api=1&query=Hotel%20B%E1%BA%A3o%20Nhi%20II&query_place_id=ChIJb6dBNEMtdTERv2DVvajcG28",,"10"
"14-16 Đường số 32 Tiểu Khu 1, Bình Trị Đông B, Bình Tân, Hồ Chí Minh 71908, Việt Nam","Khách sạn","false",,,"10.7437668","106.6107179",,,,,,,,,,,,,,,"+84 28 7302 8689",,"27","Bình Tân, Hồ Chí Minh","14-16 Đường số 32 Tiểu Khu 1","Phụng Hoàng Hotel Bình Tân","4","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%A5ng%20Ho%C3%A0ng%20Hotel%20B%C3%ACnh%20T%C3%A2n&query_place_id=ChIJY-69ocotdTERYDUvX5ShJ6M","http://phunghoanghotelbt.com/","75"
"63 Đường số 6A, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,"10.750953","106.6188797",,,,,,,,,,,,,,,"+84 28 6271 2798","15 US$","22","Bình Tân, Hồ Chí Minh","63 Đường số 6A","Phu Si Hotel","4.2","https://www.google.com/maps/search/?api=1&query=Phu%20Si%20Hotel&query_place_id=ChIJ77InOS0sdTERg97gu5g0_Vk",,"67"
"38 Hồ Văn Long, Tân Tạo, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7590864","106.5891237","Thứ Tư","08:00 to 21:00","Thứ Năm","08:00 to 21:00","Thứ Sáu","08:00 to 21:00","Thứ Bảy","08:00 to 21:00","Chủ Nhật","08:00 to 21:00","Thứ Hai","08:00 to 21:00","Thứ Ba","08:00 to 21:00",,,"17","Bình Tân, Hồ Chí Minh","38 Hồ Văn Long","Quán Nhậu Hoài Phương",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Nh%E1%BA%ADu%20Ho%C3%A0i%20Ph%C6%B0%C6%A1ng&query_place_id=ChIJK2m_PFEsdTERAM4EpSca9NY",,"0"
"111a Hồ Văn Long, Tân Tạo, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng Hàn Quốc","false",,,"10.7611083","106.5894864","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 938 886 692",,"20","Bình Tân, Hồ Chí Minh","111a Hồ Văn Long","MerryMogo -Trà sữa Hàn Quốc & Tokbokki","5","https://www.google.com/maps/search/?api=1&query=MerryMogo%20-Tr%C3%A0%20s%E1%BB%AFa%20H%C3%A0n%20Qu%E1%BB%91c%20%26%20Tokbokki&query_place_id=ChIJixK1Mr0tdTERUmexfMSakzs",,"7"
"1323 ĐT825, Tân Tạo, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7565854","106.5901903","Thứ Tư","06:00 to 21:00","Thứ Năm","Đóng cửa","Thứ Sáu","06:00 to 21:00","Thứ Bảy","06:00 to 21:00","Chủ Nhật","06:00 to 21:00","Thứ Hai","06:00 to 21:00","Thứ Ba","06:00 to 21:00","+84 902 602 919",,"15","Bình Tân, Hồ Chí Minh","1323 ĐT825","Cơm Chay Tâm An","4","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Chay%20T%C3%A2m%20An&query_place_id=ChIJo16w0FMsdTER_VXuF14n5Mo","https://www.foody.vn/ho-chi-minh/com-chay-tam-an","4"
"8 Lê Đình Dương, An Lạc, Bình Tân, Hồ Chí Minh, Việt Nam","Quán ăn nhỏ","true",,,"10.7226157","106.6013482","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 939 075 776",,"18","Bình Tân, Hồ Chí Minh","8 Lê Đình Dương","Quán Phở 555","4.7","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ph%E1%BB%9F%20555&query_place_id=ChIJi7etqhgtdTEReStU8FfXb5c",,"3"
"QH3V+F5G, Đường số 57, Tân Tạo, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.753681","106.5929469",,,,,,,,,,,,,,,,,"20","Bình Tân, Hồ Chí Minh","QH3V+F5G, Đường số 57","Cơm, giải khát",,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%2C%20gi%E1%BA%A3i%20kh%C3%A1t&query_place_id=ChIJXxa4fKgtdTEROdc2ZNX6FQ8",,"0"
"Tân Tạo, Bình Tân, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,"10.7523204","106.6022379",,,,,,,,,,,,,,,,,"20","Bình Tân, Hồ Chí Minh",,"Hotel 16","3.9","https://www.google.com/maps/search/?api=1&query=Hotel%2016&query_place_id=ChIJgdAaIkssdTERxAIrQX4lus0",,"12"
"1256 TL10, Tân Tạo, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng món nướng","true",,,"10.756002","106.5941883","Thứ Tư","16:00 to 22:00","Thứ Năm","16:00 to 22:00","Thứ Sáu","16:00 to 22:00","Thứ Bảy","16:00 to 22:00","Chủ Nhật","16:00 to 22:00","Thứ Hai","16:00 to 22:00","Thứ Ba","16:00 to 22:00",,,"14","Bình Tân, Hồ Chí Minh","1256 TL10","Bò Sốt Hàu C2","5","https://www.google.com/maps/search/?api=1&query=B%C3%B2%20S%E1%BB%91t%20H%C3%A0u%20C2&query_place_id=ChIJA1A_EU0tdTER7dl9hhxTHww",,"1"
"79 Nguyễn Thị Tú, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,"10.8156969","106.598417","Thứ Tư","09:30 to 22:30","Thứ Năm","09:30 to 22:30","Thứ Sáu","09:30 to 22:30","Thứ Bảy","09:30 to 22:30","Chủ Nhật","09:30 to 22:30","Thứ Hai","09:30 to 22:30","Thứ Ba","09:30 to 22:30","+84 28 3765 5855","$$","19","Bình Tân, Hồ Chí Minh","79 Nguyễn Thị Tú","Quán 79-quán ăn gia đình","4.1","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%2079-qu%C3%A1n%20%C4%83n%20gia%20%C4%91%C3%ACnh&query_place_id=ChIJwRAjGpYrdTERfzHdcrnIL-Y",,"493"
"88 Đ. Nguyễn Văn Cự, Tân Tạo A, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Nhà hàng phở","false","https://food.google.com/chooseprovider?restaurantId=/g/11h8l4tl_1&g2lbs=AOHF13nc4sI2ndVj6xzCap-SsIL6hu27Hynax1-_EjkME3HSab7zoFPvQSpvd-KYTJ0QWb2dHt-qPOfmPRjvlW62Tz_ho-kNRFYwm5TihkRiLiZibSnDh5Y%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Y-JyZqOhJOLYkPIPw9K9yAk&ei=Y-JyZqOhJOLYkPIPw9K9yAk&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.7515848","106.5772284","Thứ Tư","00:00 to 20:00","Thứ Năm","00:00 to 20:00","Thứ Sáu","00:00 to 20:00","Thứ Bảy","00:00 to 20:00","Chủ Nhật","00:00 to 20:00","Thứ Hai","00:00 to 20:00","Thứ Ba","00:00 to 20:00","+84 987 328 111",,"17","Bình Tân, Hồ Chí Minh","88 Đ. Nguyễn Văn Cự","Công Ty TNHH Bò Tươi 88","4.4","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20Ty%20TNHH%20B%C3%B2%20T%C6%B0%C6%A1i%2088&query_place_id=ChIJAzqX6AEtdTERffeZoSRR9UQ","http://facebook.com/Cong3791","76"
"1271 TL10, Tân Tạo, Bình Tân, Hồ Chí Minh 70000, Việt Nam","Nhà hàng","false","https://food.google.com/chooseprovider?restaurantId=/g/11jpg88hsm&g2lbs=AOHF13ksJqscVL5taysZVKFhJmqP7oKTINjrbb7J6vuAbS62ttHgY96zkJyCrohgz7etn0I_nqaOU-0vpH0vUUY0DqUWHZBAUqGLGazvlj1DphLCjcyPy3A%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Y-JyZuuML_ynkPIP5dKD4As&ei=Y-JyZuuML_ynkPIP5dKD4As&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.7560829","106.592501","Thứ Tư","08:00 to 22:00","Thứ Năm","08:00 to 22:00","Thứ Sáu","08:00 to 22:00","Thứ Bảy","08:00 to 22:00","Chủ Nhật","08:00 to 22:00","Thứ Hai","08:00 to 22:00","Thứ Ba","08:00 to 22:00","+84 1900 6778","$$","12","Bình Tân, Hồ Chí Minh","1271 TL10","Lotteria Tỉnh Lộ 10","3.9","https://www.google.com/maps/search/?api=1&query=Lotteria%20T%E1%BB%89nh%20L%E1%BB%99%2010&query_place_id=ChIJa4l6UI4tdTERVPSBnb0uKug","https://www.lotteria.vn/","96"
"576 Hồ Học Lãm, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7303755","106.6066602","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 776 160 263",,"17","Bình Tân, Hồ Chí Minh","576 Hồ Học Lãm","Đuông dừa thiên nhiên","5","https://www.google.com/maps/search/?api=1&query=%C4%90u%C3%B4ng%20d%E1%BB%ABa%20thi%C3%AAn%20nhi%C3%AAn&query_place_id=ChIJiXdGLPAtdTEREep6RC7o4zQ","https://www.facebook.com/profile.php?id=100016087145089","1"
"9 Đường số 2, Tân Tạo A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng ăn nhanh","true",,,"10.7462897","106.5857026",,,,,,,,,,,,,,,,,"16","Bình Tân, Hồ Chí Minh","9 Đường số 2","Hồ Câu Thành Phát",,"https://www.google.com/maps/search/?api=1&query=H%E1%BB%93%20C%C3%A2u%20Th%C3%A0nh%20Ph%C3%A1t&query_place_id=ChIJV7lwXGItdTERv6GrAAECPYk",,"0"
"128 Đường số 32, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,"10.7513852","106.6088499",,,,,,,,,,,,,,,"+84 28 6680 9195",,"36","Bình Tân, Hồ Chí Minh","128 Đường số 32","Khách Sạn Hồng Ngọc","3.7","https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20S%E1%BA%A1n%20H%E1%BB%93ng%20Ng%E1%BB%8Dc&query_place_id=ChIJ8ZG_2TQsdTERM93zAAAaEeI",,"123"
"54 Đường Số 1, Tân Tạo A, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Món nướng","false",,,"10.7579408","106.5733795","Thứ Tư","16:00 to 23:00","Thứ Năm","16:00 to 23:00","Thứ Sáu","16:00 to 23:00","Thứ Bảy","16:00 to 23:00","Chủ Nhật","16:00 to 23:00","Thứ Hai","16:00 to 23:00","Thứ Ba","16:00 to 23:00","+84 902 602 694",,"10","Bình Tân, Hồ Chí Minh","54 Đường Số 1","Chân Gà Nướng Ba Chị","4.1","https://www.google.com/maps/search/?api=1&query=Ch%C3%A2n%20G%C3%A0%20N%C6%B0%E1%BB%9Bng%20Ba%20Ch%E1%BB%8B&query_place_id=ChIJy301cxwtdTERXW70L3WMWZE","https://www.facebook.com/changanuongg","7"
"1329 ĐT825, Khu Phố 4, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Nhà hàng thịt gà","false",,,"10.7566075","106.5898944","Thứ Tư","07:30 to 21:00","Thứ Năm","07:30 to 21:00","Thứ Sáu","07:30 to 21:00","Thứ Bảy","07:30 to 21:00","Chủ Nhật","07:30 to 21:00","Thứ Hai","07:30 to 21:00","Thứ Ba","07:30 to 21:00",,,"11","Bình Tân, Hồ Chí Minh","1329 ĐT825","Gà Ta Long An","4.3","https://www.google.com/maps/search/?api=1&query=Ga%CC%80%20Ta%20Long%20An&query_place_id=ChIJk8svdoktdTERRkPUThaSJwg",,"28"
"11duong Đ. số 1, KP2, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","false",,,"10.8189084","106.6037806","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","08:00 to 23:00","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 909 255 185","$$","18","Bình Tân, Hồ Chí Minh","11duong Đ. số 1","Quán Làng Quê","4.2","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20L%C3%A0ng%20Qu%C3%AA&query_place_id=ChIJ1f0rp78rdTERoCSfr1rEdI4","https://www.foody.vn/ho-chi-minh/lang-que-cac-mon-an-dac-san","98"
"909 TL10, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Khách sạn","false",,,"10.7561172","106.6052923",,,,,,,,,,,,,,,"+84 911 108 023","10 US$","19","Bình Tân, Hồ Chí Minh","909 TL10","THANH NAM 2 HOTEL","2.6","https://www.google.com/maps/search/?api=1&query=THANH%20NAM%202%20HOTEL&query_place_id=ChIJVf_hfcktdTERFdNShrEmNvw",,"27"
"Đ. A8, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Nhà hàng","false",,,"10.8045159","106.5928552","Thứ Tư","10:00 to 23:00","Thứ Năm","10:00 to 23:00","Thứ Sáu","10:00 to 23:00","Thứ Bảy","10:00 to 23:00","Chủ Nhật","10:00 to 23:00","Thứ Hai","10:00 to 23:00","Thứ Ba","10:00 to 23:00",,"$$","16","Bình Tân, Hồ Chí Minh","Đ. A8","Dê TƯƠI VĨNH LỘC","4.1","https://www.google.com/maps/search/?api=1&query=D%C3%AA%20T%C6%AF%C6%A0I%20V%C4%A8NH%20L%E1%BB%98C&query_place_id=ChIJ31xCaIUrdTER0GYYgESDSxA","https://detuoivinhloc.net/","1149"
"54 Đường số 24A, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Khách sạn","false",,,"10.7546879","106.6117152",,,,,,,,,,,,,,,"+84 941 618 833","125 NOK","17","Bình Tân, Hồ Chí Minh","54 Đường số 24A","Quỳnh Anh Hotel","4.2","https://www.google.com/maps/search/?api=1&query=Qu%E1%BB%B3nh%20Anh%20Hotel&query_place_id=ChIJPfJT9DMsdTERz9GIjnCbbVE",,"108"
"529 TL10, Bình Trị Đông B, Bình Tân, Hồ Chí Minh 70000, Việt Nam","Khách sạn","false",,,"10.7574457","106.6177337",,,,,,,,,,,,,,,"+84 898 545 529","236 NOK","15","Bình Tân, Hồ Chí Minh","529 TL10","Hotel Quốc An","4.4","https://www.google.com/maps/search/?api=1&query=Hotel%20Qu%E1%BB%91c%20An&query_place_id=ChIJ2X-g56AtdTERxBqpAaMmbt4","http://quocanhotel.com/","16"
"B12/5, Trần Đại Nghĩa, Xã Tân Kiên, Huyện Bình Chánh, Thành Phố Hồ Chí Minh, Thành Phố Hồ Chí Minh, Tân Kiên, Bình Chánh, Hồ Chí Minh, Việt Nam","Nhà hàng cơm","true",,,"10.7269942","106.5897821","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Đóng cửa","Thứ Hai","07:30 to 21:00","Thứ Ba","06:30 to 21:00",,,"14","Bình Chánh, Hồ Chí Minh","B12/5, Trần Đại Nghĩa, Xã Tân Kiên, Huyện Bình Chánh, Thành Phố Hồ Chí Minh, Thành Phố Hồ Chí Minh","Quán Cơm Cây Dừa B12/5","4.6","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20C%C3%A2y%20D%E1%BB%ABa%20B12%2F5&query_place_id=ChIJH-DsHZktdTERqISWQuVKkgg",,"17"
"6 Đ. Tây Lân, Bình Trị Đông A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,"10.7702924","106.5907975","Thứ Tư","09:00 to 23:00","Thứ Năm","09:00 to 23:00","Thứ Sáu","09:00 to 23:00","Thứ Bảy","09:00 to 23:00","Chủ Nhật","09:00 to 23:00","Thứ Hai","09:00 to 23:00","Thứ Ba","09:00 to 23:00",,,"9","Bình Tân, Hồ Chí Minh","6 Đ. Tây Lân","Tây Lân Quán - Dê Tươi","5","https://www.google.com/maps/search/?api=1&query=T%C3%A2y%20L%C3%A2n%20Qu%C3%A1n%20-%20D%C3%AA%20T%C6%B0%C6%A1i&query_place_id=ChIJ6eupmFgtdTERyOwhcNoK8R0",,"2"
"116 Lộ Tẻ, Tân Tạo A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7518838","106.5893465",,,,,,,,,,,,,,,"+84 399 669 101",,"14","Bình Tân, Hồ Chí Minh","116 Lộ Tẻ","Vựa Dừa Bến Tre Út Sáng",,"https://www.google.com/maps/search/?api=1&query=V%E1%BB%B1a%20D%E1%BB%ABa%20B%E1%BA%BFn%20Tre%20%C3%9At%20S%C3%A1ng&query_place_id=ChIJ04waNlMsdTERTmTvlcActwk",,"0"
